Title,Description
text_files/130210-P6HGN43WMT-540/0.txt,"so once we have the ludicrous ition how do we saw axe was beata i dissolve a equipages we have a isigodhlo can nowhere sir the older than its very simple now we are soon at the maidens as non singular ipomea ing it has an inverse right so that you can confute solution to a sequestered so irene knows what an ottinger make resight okay so it's simply means that this equation as a solution now what do you do we do this the steps we saw a way i was be first okay and then we saw you exiguous whyfor x i forgot the arrow here sorry so you go through these two steps and that will get you to the solution expelling for right and wise that true it's very simple because as i was picaninnies ex repute be right we just found out that as i will to alphonso right some will replace a by aline you now you can write this as else himes you times ex as it was to be right to member else you be or all known right you know what these entries are what you do not know is x okay and here we do not know what excess a you is known right let's cause this asked why okay i says guene name now why is also an unknown right and it's right down el here it was fine at this point you can solve for while right because eliza lay trying let me prick these are known right hand side you can't solve for life now once you get why you know that you has been replaced by why so you ex iseult to why at this point why is known right so you can sell for exter okay that there toinette now if you want a saw whyles be what would be the corresponding algorithm called will be a backward of seeton or a forward substitution for watoon why because you will start saving from why one why to etcetera all the way to yanert you start all is the first interwined get if you saw you expose wiver youse an upper trying to matrix right the croning albert and as we saw last time is called backwards of sedition right now that is because you will then fall for e an first followed by extend minus one and go on till exoneration names for what you have to keep in mind is that solving these two sisters is very easy compared to solving a system like this a sequel speak right because these are now trying to an upper trilobite see and the vile a lashless operations compared to solving executioner we get to the important point now leave the
"
text_files/130210-P6HGN43WMT-540/1.txt,"by writing a as all times you others nor be in this derivation i we never bored about the right and i be not each time you have a new rife and i be only have to do it so destroys em right now the very first time you compute the al you decomposition of a keep than hand and every time some one supplies you a new bee you will saw these two equations right this to systems so it's far more efficient than going through the process of gomati again again for a new ricini be right now that is one major advantage a from a computation point of view ah using ludicrous but there are other significant things that you can deduce by riding a as a product of a lowering on appertainin fact in a in a numerical enrage rain lineage you will always try to factories a matrice into a tract of martita can be handled easily right in this case a was a complicated matrix the how to handle that now we were able to ride down as a product of a lawyer trimourti metrics and you see several attractions in lineage ra where you are right down a matrix a sprout of surmises okay so that is all you decomposition is that he is
"
text_files/130210-VMGKOS8FSL-540/0.txt,"along the major assumptions that we had before we started is that as there are no roy changes meaning we don't swap the rows of materia or a prime a in the process of doing onorato meaning we do not have a zero pure now what would happen if you have a european can you still write as a priest of a loedinger and offer trinacria won't be a guess if you had to swap some of the rows in the process of guelegaan could you still write as a product of a loy trying of her trying to matrix just a while guest a man you say yes very few you kane great appreciate it so will see that you can in fact right the air sir product of helotry opper trying metis matrices even if you have to swap some of the rods of a in the process of gossoon okay at all were going to do now that i steinart though the question is what happens if we have read scenes this means use lap the rose of the matrix imitating equation so that you don't have a zero okay now he say ah a generic and by an maresfield there atene ah that is known as partial pivoting that is commonly employed when you wanted to rechanged okay the suppose you start with this matrix suppers you figured out that a one one was zero and what would you do you will swap the first row with any other rose as that the first entry is nonsuit because you don't want the pirit to be azinte now what partial pivoting does hers in the first separating elation you compare all these values right and you pick the value with the largest a magnitude a lily than the absolute value of all these numbers and check which one has to largent take that roe and swept the first throw and the robelot ter element in the first position okay this is partial riveting okay now you may ask why you may want to pick the entry with the largest the magnitude to be your first piet okay the reason why you do that is because if you remember coinage operations and gusman we divided by the pietrie so we won't make sure that when we divide by the period we do not have lots of wrongdoers right if you divide by really small number you know that you will have wrongdoers and this'll be magnified as you keep er continuing the gosain so when you ensure that the number here which is the pure is going to have a largest magnitude then you you you don't have to worry about wrongdoers or because of division by a small amber right so that is partiality and you keep repeating this at every stage you gustation right sir after your complete the first date you look at the submarine then you pick the element with the largest magnitude here and swap the second room and the corresponding rother gas you keep doing that at every stage you get to what is not a partiality okay is a very important computation technique and the reason why you do that is as i mention is because you want a void a wrong of eros getting magnified okay
"
text_files/130210-VMGKOS8FSL-540/1.txt,"now let's say that you do certain swapping meaning certain formations of the rose in the process hoseason a how do we incorporate this process as as a matrix operation is there any merit that would there correspond to swapping the rows of matrix eight cats so they say colocasia matrix a two right to make ricini take this may tree which is nothing but the two by your identity may trick with the rose into change right to normal you have a one zero anser one i have interchanged the road now let's see what happens sanditon quickly like magic but very simple what happens is the rose of a or interchange exactly the same way as he rose in the material multiplies it right akushichi here is called apominations materiae soliform much the rose of may reach eight and remember that we are multiplying a on the less inside by this matrix and want a plying on the less enide corresponding to manila the rows of merit and what a plying on the ringside would correspond to manipulating the column to be come to that later but if this dearie this very simple example i have swapped the rose of the intimate ricks the first and the second rose and men amusable by a matrix at the rose the matrix able also we topped a canow a formation may break is nothing but the ice may trenwith its rolls re ordered to know you take the one may fix you re order the rose right then what you will get it not as a permeation mad tricks it's the simple example shows you the same now how can we incorporate the permittin made breaks into gushington it's very simple we started with the matrix a right the very first step you want to do is to check if a one one is the right in other words you also do partial evading or what we want to do as we want to compare the magnitude of all these guys and picked the role with the largest magnitude and eustacie should first rise so you might have to permit at the very first the gas which means you may have to multiply a by p one you and before you multiply the permuted may fix ye see one right there an see that you take a permeters suitably and then well supplied by the one right you get to me for a prime now now you may have to permit this may reagan right and then at supplied by sea to do it is not always true that you have to permute right you don't have to for you all the time if that is a gazogene simply pick the curse on in permittin made rick to be the identity matri which does nothing okay now you keep repeating this so you will get to pen minus one he and mine i want right and that will you as an upper trying limiting all the permittin made receive where i enter mad to see what is that mean we never have to permute right then he is equally because we know that he one scusate at that rain when we take the inverse they take up a nice lord triangular structure right but now the problem is this guy peon who sneaks in between right see there's a ponteneuson between a and c one there's a
"
text_files/130210-VMGKOS8FSL-540/2.txt,"to that nixon between right now we have to deal with this guy now she how do we do that now let's look at a very simple example a forby format ricks i'll explain or how to do it and then not on friday or one of our tears will show you an numerical example okay but is this fergus as to what were mutation is a great self let's take a simple forby for metrical right now for a four by four made breaks we know that youth is going to be equal to be one time a time see one that's the first step of groneman and then you do the second step right and the third step i will make use of a couple of amazing properties of apominations beric okay and it's going to be very very useful in our two bright as a product of lower trina opportunities self if you have a tarmination made expert it turns out that the inverse of the permutation may race is nothing but its transpose okay this is true for any permutation matrix upon edition may reckon any size i abul thing arian us here right cuillius but before we do that there is a name for mad thesis with such property whitish or father may to see exactly so you see that later in the lectures so a furiation made rich son a polonaise now on a goods i want to write you i'm going to write a will fill it up here i'm going to write to one see too and see three like this okay i regard to fill up the rest of the encreasing between tofoa see three seats to see one time eight in there was no problem right only promiscus the peace came in between okay now let's assume that from this equation from the equation here we are able to write down he want me to pit three like this let's jest fill up the price of pianette here okay are you may wonder why we do that i'd be waler in the next death no not must apply see one here it's just a ponit we want a antaean but we put in exupere and a peat no that has to vindicate so that only a few wonderments okay so if i must applied by petree inverse but that takes care of this piece lobbying made rich in fact i can put a transport here right because that the property of the pundit on may fix the inverse is the transport and if i must applied by pettance o this here is the ietter then you have me two transport time petto which is lindbergh what remains is just be one okay and that is exactly what multiply she want to rehandle not let's do the same thing let's write down eight by two and i petree here for emery okay now what must apply he to her there's just the pittori but we have a petrie and we have taken of the peace re so what would you do it's going to be a fedriani because a piece repentance tiptree just be two okay and i'm going to put a piece three here because you have a emetic structure now i everything as is taken care of right do you see that this expression is the same as this we just inserted a few matrices in between 
"
text_files/130210-VMGKOS8FSL-540/3.txt,"now i'm goin to call this mad race as the three tilda the sport a tiller this mad freak as he too tilda and this may reach one tide okay and then you have be three times be to tie me one i'm going to call it as pa okay time's agha is going to be for to you i now the time show you on friday that the price of these matrices the inverse of the price of these matrices is also a low trinities okay now you can from this right pa is a foot to see feeler see two tiles on till the inverse times you right because you multiplying these matrices
"
text_files/130210-ZI4VLW1T8U-540/0.txt,"so big and am so last class as we thought about solving a system as i was by using a technique called gaienthon what we did here was to go from this system using a set of elementary operations right to a system that looked like this right so this was the process sir we saw last last last lecture a isaaco of example asked her how this is sir done and practiced now we also saw that this may reckon opper trying marian see is the modified right hand side hollow is a key point right now you had to do a saporito not just on the less assertion as a lie the same set of operations to the right in so of the equation as well right so the thing is leaner as you brag is as full of twists and surprises like the acquaint entrance movie i would say calculus is more like twilight where you know what sir onhappy but you just have no idea how to get there right ah but ministries full as surprises and if it don't out that this party clear atherton ah which we saw as the situations on the equations can be very elegantly reformulated in terms of matrices right now the whole point is inserting through these operations one by one can be right down the entire alverton in terms of matrices and rectors okay it turns out it is possible and that's first orris okay and a process by which shall we represent goemon are using mathesis is called el decomposition it it's like a gangsters doing me osiris a widow with the matrice eye eliminated it and alagoas a did it decompose properly yes probably sororities in names for these odors but let you what the arearea now what we want to do as we would like to write a as the product of two matrosses ellen you right and we will see that this has a correspondence with the galinazo albert and that we saw last last lecture okay now this here is sainte as i made resolvability what would you guess that to be a lord trying the mitre right so all will be a lower trying with me tricks and is you here is going to be an opportunitie and interestingly you will see that the youth from gallinato will reappear in the process now why do you want to do this not if you look at this and this step is there the right an i be in wall in the equation to right now the only pronation i sit was presenteth you had to take care of the right and soester not in many problems of her interest in initialing nerig your matrix represents the mole right and the right hand side will represent erinaceus for example you can have a structure with the specific number of elements and the righthandiron diraient the forces on the fructuous want to check welhaven if i change the serferez for the same wadleigh latens the right insides going to change if you did gushington as we did before you have to go through the same operation again and again right you have to do it for a new reinstate this allusions ition is ready elegant are you an have to bother about the rinsin right just take care of the matrix 
"
text_files/130210-ZI4VLW1T8U-540/1.txt,"ah get to the farm i'll show you why this form is a freer use and then rose that is as many practical uses in falling systems like eggs equal speak very efficiently okay any are questions
"
text_files/Bayes/0.txt,"in the last we do we had seen a quick derivation of this car i in this wide will be looking at a couple of very simple examples and both of these are discrete although in the course evil be using certain continues decoctions also with the canoe this are very very elementary examples so in case i already comfortable at basis there this is just supposed to be revisor you can easily skip this wide so let's return to the old problem that ever looking at there were two baskets one of them be was red and one of them which was blue and we were looking at the case where there are oranges and apes and six oranges and us two apples here and the apples and one orange in the blue basket and did antony pick a flop out of one of these baskets what we know is that the blue basket is pick slightly more or time so we picked the blue basket with a probity of points and i pictered basket with a probable her point food so the otago of the problem and let go a little bit for the then what we did in the last median let's ask a few questions so the questions listed here or find out all the condition probably ties all the possible condition probably lease for the random video ble eve represent troop and the anamal be representing the basket then we have a couple of moiseika fruit a and what is the property of leather hand in and you close your rice and you don't know which masticating a hand in any or picking a foot out of random what the past probability that it came out of the bubale and the second one is essentially a various and of the previous question which is if you pick a fruit at random and you look at it and now you know that it's an orange that you pick what is the probability that it came off at the blue basket let's start the dis remember that we had joined the hard drawn the giant probability table actually they had rung the giant distribution numbers what now i have turned it into a probability table if i reveal from last in the head a totaller of hundred if you did divide each of those numbers by hundred you get the probabilities remembered what this represent point the presence the giant probability of the basket being red and the fruit being orange sicarii have this as the probability of bread and apple extrusion see this so let's address the first question we want to write down all the conditions probably ties be off if even that be too so as you can see this takes four different possibilities we have two possibilities for the foods and two possibilities for the baskets so you could have an orange coming out of the red basket you could have an applicant or the blue basket so on and so forth so how do we find this out we have the elementary expression for undesirable which we look that in the last a video this is actually just the raiding of the product rod so if you use that now you can take it pacificus probably read the the fruit is an orange given that the basket is ready so what you are coliseo have chosen the red basket now you want to find out the probably did the field fruits an orange now you can do it in a great deal here as is done pieno so the probable is given by be off if come abe which isn't the case beeding and the basket is read the wired by the probability that the past is read and one you do that we have this number remembered as the giant probably to probably that the fruit is an orange in the basket is read this is point three and the neck probably feed the basket is read his point for appointee by fine food is pointing this is the sort of detail way of calculating this week are also calculated it enough simple way you can kind of do it by inspection given that the basket is read you already know that there are six are in gus and to happen so the probable kept on six or eight so that his sponsor points or in fact so that the second way of doing it similarly you can now find out all the other cases probably that the truth is an apple given the de baskets read again you can do it by inspection its point to fight also i would recommend that in
"
text_files/Bayes/1.txt,"market comfortable with it do it by prompt product rules so jest to gatto were this would be probable that through is an apple and basket is red the rider bade the probably that the basket is read which comes to point one do i did by point for which is one by fools similarly through his anadan basket is blue given that basket is blue if you come here this is point one fight duration six that's also point to fight we can again do it by inspection also similarly probably the fruit is an open given that basket's blue point four five wapiti that is find some end faith again you can see the istrians now it's what noting that you can obtain this number here titis essentially probably that the fruit is an orange using the sum rod so recall the the sombreros the mariner probably that troughton orange can be given us be of five be my delayed by the b some tower all possible tales of the basket so in this case the orange flood would have come out of one of two possible ties either i could not come out of the red basket or it would acomat of the blue basket you can not write this in deed if you want an orange it could not write come out of the red basket and that probability be no fear if of em prof avicula given that beak or to at makebate by p bell to our similar lady other cases baskets looked sarcasm this up it again released the same number point full fight then why do this because i just want to to show that you can read that relate all these cases from joined probabilities or from conditional probabilities kay you can similarly called the fact that for a equal to at once again if you are not wit unfordable with this collation i would recommend that you do it indeed it so i'll let me on to the second question if you took pick a root at grand them if we just depending beckford you don't have any information about the food but you just want to know what is a problem lethan the foot came out of the blue basket now this is what i lessari you know that the basket lewis we are a pickout a a probability of fine six to the problems in defiant there are a few things that i would like to point out here the first thing is if you do not know the identity of the fruit which is basically the example the process of picking would simply give you probability this number probably eaded the basket is blue which is fine six this probability is called the prior probability is a price a note the stump prieto prior here refuse with the fact that you are paining a probability for picking that food all that a bit baskette truth came out of before knowing which basketed actually came over before my infinite before my inthe identity of the foot is a this is pie from now inditing ity of the foot you are i indefinable out of which egan and that probably is quite simple in fact was given to you before and this probability simply find sex it may seem like i'm saying too much about something that doesn't need explanation but he will see that this is useful as i menfolks one again you could have a trained this probability he of deport be simply using the giant probably table now lets me want to the next apart of the same question with us if you pick up rotations atacoari bickered on look at it and now you look as an orage get now you have some explained for mission before the previous case before case to where you did not lie in the of the fruit on your another look at the identity of the foot now is i look and see that this is actually an orange now what is the probability that it came out as the breast the second thing he had is that the probability changes because you have more information now so to give you an example for example i ask you if you are walking on the road to what is the probable the of meeting an indian now if i give this question and he let a person on the world in the world we know that indians are about one fifth of the population so bandolining on the road without mowing the information about variating you are probably the avening an indian a person of indian origin is about point to about one fifth however if i tell you that i am walking on the road and i am walking in india is so now i have given some extraneous if i tell 
"
